name,latitude,longitude,room_type,price
CASA DA VILA 2,38.79675,-9.39181,Entire home/apt,89.0
Charming Apartment near Basilica Estrela,38.714973,-9.162873,Entire home/apt,129.0
Apartamento no coração de Alfama,38.71151,-9.1299,Entire home/apt,82.0
Magnificent Lisbon View Design,38.71991,-9.13289,Entire home/apt,193.0
Welcome to Lisbon : Art for you,38.73928,-9.13471,Entire home/apt,94.0
"Ericeira apartment, frontal seaview",38.95202,-9.41257,Entire home/apt,199.0
Romantic flat in Alfama (Lisbon),38.71147,-9.12931,Entire home/apt,85.0
Lisbon Sant'Ana Restelo 1br terrace,38.71648,-9.13857,Entire home/apt,94.0
Beautiful and wide flat in Alfama (Lisbon),38.71022,-9.12776,Entire home/apt,112.0
Apartamento Mouraria Guesthouse - Room 1,38.716621,-9.133551,Private room,36.0
"Lv Premier Baixa FI- central, balcony, space, ac",38.71314,-9.13701,Entire home/apt,200.0
Spacious Fully Equiped Apartment,38.70585,-9.16998,Entire home/apt,144.0
STUDIO 1 Príncipe Real,38.7141,-9.14637,Entire home/apt,101.0
STUDIO 2 Príncipe Real,38.71245,-9.1482,Entire home/apt,95.0
MODERN CONDE BARAO - RIVER DUPLEX,38.70859379713662,-9.15150336921215,Entire home/apt,182.0
Spacious apartment - city center,38.72252,-9.15217,Entire home/apt,
Centrality and comf house in Lisbon,38.70988,-9.14886,Entire home/apt,65.0
Two Bedrooms w/ Garden,38.71274,-9.12841,Entire home/apt,146.0
Studio in the Historic Center/Baixa,38.7152,-9.13492,Entire home/apt,89.0
"Two Bedrooms Duplex with heating, Alfama",38.71266,-9.12852,Entire home/apt,124.0
"Atalaia, 164, 2",38.71388,-9.14513,Entire home/apt,25.0
Alfama: Enjoy Lisbon as a Local,38.71148,-9.12883,Entire home/apt,77.0
Lisbon Sant'Ana Alcantara 2br apart,38.71648,-9.13857,Entire home/apt,102.0
Apart. Santa Catarina 23-3,38.71009,-9.15004,Entire home/apt,88.0
Casa do Azulejo | 2 BD Apt | 4 pax | Príncipe Real,38.71684,-9.15264,Entire home/apt,138.0
"Chiado Lisboa Loft of 250,0 m2",38.70995,-9.14523,Entire home/apt,
Heart of Lisbon modern apartment,38.7114,-9.14432,Entire home/apt,102.0
Former Olive Press Turned Country House with Pool,38.86133,-9.35597,Entire home/apt,255.0
Lisbon Windmill Apartment (green),38.72113,-9.14075,Entire home/apt,95.0
Marmel 3 - Central Location,38.71641,-9.13977,Entire home/apt,147.0
House near the Atlantic Ocean,39.28231,-9.24619,Entire home/apt,80.0
Underdog Surf House - Peralta Room,39.26432,-9.33019,Private room,88.0
Castle View near Rossio + AC,38.71645,-9.13823,Entire home/apt,99.0
2 Bedroom Apt - Downtown Lisbon,38.7091,-9.13599,Entire home/apt,209.0
Charming Apartment  |  Historical Center,38.710369,-9.143807,Entire home/apt,173.0
NICE APARTMENT IN LISBON OURIQUE 2,38.72012,-9.16876,Entire home/apt,65.0
"Charm, light and accessibility",38.70758,-9.14022,Entire home/apt,168.0
Typical & historical in the center,38.71306,-9.13284,Entire home/apt,100.0
Upper Floor in a Duplex Apartment,38.98713,-9.41596,Private room,32.0
Carpediem Apt in typical street,38.70877,-9.15169,Entire home/apt,73.0
